序号,名称,描述,类型,长度
0,ResourceID,资源Id,STRING,64
1,Name,名称,STRING,64
2,Factory,厂家,STRING,64
3,Model,型号,STRING,64
4,Type,机组类型,STRING,64
5,GeneratedPower,发电机功率(kW),DOUBLE,4
6,HeatLossRate,热耗率(kJ/kWh),DOUBLE,4
7,PowerEfficiency,供电效率,DOUBLE,4
8,Efficiency,效率,DOUBLE,4
9,ExhaustTemperature,排烟温度(℃),DOUBLE,4
10,ExhaustFlow,排烟流量(kg/h),DOUBLE,4
