序号,名称,描述,类型,长度
0,ACBusName,交流母线名称,STRING,10
1,ACBuskV,交流母线电压(kV),DOUBLE,4
2,LineHGName,线路高抗名称,STRING,32
3,LineHGPtr,线路高抗索引,INTEGER,2
