序号,名称,描述,类型,长度
0,CardKey,卡类型,STRING,8
1,LO_BusI,母线名称1,STRING,10
2,LO_kVI,基准电压1(kV),DOUBLE,4
3,LO_BusJ,母线名称2,STRING,10
4,LO_kVJ,基准电压2(kV),DOUBLE,4
5,LO_Loop,并联线路的回路标志,INTEGER,1
6,LO_R0,线路零序电阻(pu),DOUBLE,4
7,LO_X0,线路零序电抗(pu),DOUBLE,4
8,LO_Ga0,线路BUSA侧零序对地电导(pu),DOUBLE,4
9,LO_Ba0,线路BUSA侧零序对地电纳(pu),DOUBLE,4
10,LO_Gb0,线路BUSB侧零序对地电导(pu),DOUBLE,4
11,LO_Bb0,线路BUSB侧零序对地电纳(pu),DOUBLE,4
12,KeyName,线路名称,STRING,32
