序号,名称,描述,类型,长度
0,Sub_Name,厂站名称,STRING,16
1,Sub_Alias,厂站别名,STRING,32
2,Sub_Type,厂站类型,INTEGER,1
3,Sub_GenP,厂站发电有功,DOUBLE,4
4,Sub_GenQ,厂站发电无功,DOUBLE,4
5,Sub_LoadP,厂站负荷有功,DOUBLE,4
6,Sub_LoadQ,厂站负荷无功,DOUBLE,4
7,Sub_ShuntQ,厂站补偿无功,DOUBLE,4
