序号,名称,描述,类型,长度
0,GraphicID,Graphic表索引,DOUBLE,8
1,ParentID,Shape表索引,DOUBLE,8
2,X1,坐标X1,DOUBLE,4
3,Y1,坐标Y1,DOUBLE,4
4,Z1,坐标Z1,DOUBLE,4
5,X2,坐标X2,DOUBLE,4
6,Y2,坐标Y2,DOUBLE,4
7,Z2,坐标Z2,DOUBLE,4
8,X3,坐标X3,DOUBLE,4
9,Y3,坐标Y3,DOUBLE,4
10,Z3,坐标Z3,DOUBLE,4
11,X4,坐标X4,DOUBLE,4
12,Y4,坐标Y4,DOUBLE,4
13,Z4,坐标Z4,DOUBLE,4
