序号,名称,描述,类型,长度
0,Name,并联电抗器名称,STRING,256
1,TopoBus,拓扑母线,INTEGER,4
2,Rate,额定电流(A),DOUBLE,4
3,IkMax,最大短路电流(A),DOUBLE,4
4,IkMin,最小短路电流(A),DOUBLE,4
5,Kdrel,整定:差动保护整定系数,DOUBLE,4
6,Kkrel1,整定:瞬时电流速断保护可靠系数,DOUBLE,4
7,Kkrel3,整定:过流保护可靠系数,DOUBLE,4
8,Kkres3,整定:过流保护返回系数,DOUBLE,4
9,Iddz,差动保护整定电流(A),DOUBLE,4
10,Ikdz1,瞬时电流速断整定电流(A),DOUBLE,4
11,Ikdz3,过流保护整定电流(A),DOUBLE,4
12,Ksen1,校核:瞬时电流速断灵敏系数,DOUBLE,4
13,Ksen3,校核:过流保护灵敏系数,DOUBLE,4
14,ReacPtr,设备索引,INTEGER,2
